claim,id,value
"latency (N ms or N s), in ms",2101490498376769599,5000.0
"latency (N ms or N s), in ms",2101806676919890000,1100.0
"latency (N ms or N s), in ms",2101590587552227710,100.0
"latency (N ms or N s), in ms",2101591273794859486,1000.0
"latency (N ms or N s), in ms",2101800510844256368,300.0
"latency (N ms or N s), in ms",2101593650593759260,31200.0
"latency (N ms or N s), in ms",2101607957083435427,400.0
"latency (N ms or N s), in ms",2101605513490243702,47000.0
"latency (N ms or N s), in ms",2101206603240477030,12800.0
"latency (N ms or N s), in ms",2101388186916454439,620.0
"latency (N ms or N s), in ms",2101106887840370919,22.0
"latency (N ms or N s), in ms",2101198713834381716,1000.0
"latency (N ms or N s), in ms",2101367048223982065,1000.0
"latency (N ms or N s), in ms",2101285278782824735,300.0
"latency (N ms or N s), in ms",2101321056946446364,250.0
"latency (N ms or N s), in ms",2101276366855676227,114000.0
"latency (N ms or N s), in ms",2101212248954065184,900.0
"latency (N ms or N s), in ms",2101394993957274021,296.0
"latency (N ms or N s), in ms",2101323323947049288,31400.0
"latency (N ms or N s), in ms",2101456270909690202,38.0
"latency (N ms or N s), in ms",2101390628789625060,242.0
"latency (N ms or N s), in ms",2101390628789625060,433.0
"latency (N ms or N s), in ms",2101389360864129359,5000.0
"latency (N ms or N s), in ms",2101266427529564459,500.0
"latency (N ms or N s), in ms",2101428297062330489,1000.0
"latency (N ms or N s), in ms",2101106092897923163,17000.0
"latency (N ms or N s), in ms",2101141744452841777,3500.0
"latency (N ms or N s), in ms",2101431328365535695,345.0
"latency (N ms or N s), in ms",2101259333673836866,0.2
"latency (N ms or N s), in ms",2101263333374701631,360.0
"latency (N ms or N s), in ms",2101422210275762363,250.0
"latency (N ms or N s), in ms",2101393990944014588,700.0
"latency (N ms or N s), in ms",2101339474223607903,200.0
"latency (N ms or N s), in ms",2101372526513336330,100.0
"latency (N ms or N s), in ms",2101107781227147679,1.0
"latency (N ms or N s), in ms",2101353866725925083,70.0
"latency (N ms or N s), in ms",2101199688410312950,350.0
"latency (N ms or N s), in ms",2101182341981077954,295.0
"latency (N ms or N s), in ms",2101182341981077954,550.0
"latency (N ms or N s), in ms",2101380541215821857,1200.0
"latency (N ms or N s), in ms",2101380541215821857,300.0
"latency (N ms or N s), in ms",2101342591086452755,400.0
"latency (N ms or N s), in ms",2101395778686312726,200.0
"latency (N ms or N s), in ms",2101430997325869135,345.0
"latency (N ms or N s), in ms",2101369844230758403,400.0
"latency (N ms or N s), in ms",2101407992113410384,3800.0
"latency (N ms or N s), in ms",2101285134259589262,400.0
"latency (N ms or N s), in ms",2101252969198956955,300.0
"latency (N ms or N s), in ms",2101325959551238486,239.0
"latency (N ms or N s), in ms",2101325959551238486,60.0
"latency (N ms or N s), in ms",2101174407859511575,250.0
"latency (N ms or N s), in ms",2101413803678105744,31000.0
"latency (N ms or N s), in ms",2101402501002186777,15.0
"latency (N ms or N s), in ms",2101185462400643559,300.0
"latency (N ms or N s), in ms",2101315927593648436,250.0
"latency (N ms or N s), in ms",2101306528439664849,2800.0
"latency (N ms or N s), in ms",2101306528439664849,85.0
"latency (N ms or N s), in ms",2101286161385718091,27000.0
"latency (N ms or N s), in ms",2101110301693444123,9808.0
"latency (N ms or N s), in ms",2101446697536876623,463.0
"latency (N ms or N s), in ms",2101209643683107086,130000.0
"latency (N ms or N s), in ms",2101335377671782901,190.0
"latency (N ms or N s), in ms",2101335377671782901,2300.0
"latency (N ms or N s), in ms",2101272879409053944,316.0
"latency (N ms or N s), in ms",2101272879409053944,1350.0
"latency (N ms or N s), in ms",2101221724507529244,882.0
"latency (N ms or N s), in ms",2101413954211758226,388.0
"latency (N ms or N s), in ms",2101321144179831047,400.0
"latency (N ms or N s), in ms",2101275691308470686,300.0
"latency (N ms or N s), in ms",2101424882315669818,329.0
"latency (N ms or N s), in ms",2101261981114142871,100.0
"latency (N ms or N s), in ms",2101277651780452542,900.0
"latency (N ms or N s), in ms",2101131500653609312,2000.0
"latency (N ms or N s), in ms",2101311135030878558,352.0
"latency (N ms or N s), in ms",2101382613332381914,21000.0
"latency (N ms or N s), in ms",2101405415384764633,300.0
"latency (N ms or N s), in ms",2101164286865224162,90000.0
"latency (N ms or N s), in ms",2101217951089402347,83000.0
"latency (N ms or N s), in ms",2101230393546457489,27000.0
"latency (N ms or N s), in ms",2101230393546457489,70000.0
"latency (N ms or N s), in ms",2101248891555324047,350.0
"latency (N ms or N s), in ms",2101345668623216863,700.0
"latency (N ms or N s), in ms",2101345668623216863,84000.0
"latency (N ms or N s), in ms",2101303285168664622,41000.0
"latency (N ms or N s), in ms",2101149152457748821,677.0
"latency (N ms or N s), in ms",2101242934758871194,1400.0
"latency (N ms or N s), in ms",2101301592636936243,200.0
"latency (N ms or N s), in ms",2101436322233618773,283.0
"latency (N ms or N s), in ms",2101288084235076059,350.0
"latency (N ms or N s), in ms",2101350062656045089,2500.0
"latency (N ms or N s), in ms",2101242244552626581,1400.0
"latency (N ms or N s), in ms",2101291365053407353,360.0
"latency (N ms or N s), in ms",2101148322685657213,2000.0
"latency (N ms or N s), in ms",2101143499194151288,200.0
"latency (N ms or N s), in ms",2101249350601171378,18.4
"latency (N ms or N s), in ms",2101324063742235026,200.0
"latency (N ms or N s), in ms",2101277928491249704,295.0
"latency (N ms or N s), in ms",2101277928491249704,550.0
"latency (N ms or N s), in ms",2101284077114413408,29.0
"latency (N ms or N s), in ms",2101377808643576149,7600.0
"latency (N ms or N s), in ms",2101309135262208501,380.0
"latency (N ms or N s), in ms",2101216386790154678,150.0
"latency (N ms or N s), in ms",2101321666219381082,497.0
"latency (N ms or N s), in ms",2101129105676861621,200.0
"latency (N ms or N s), in ms",2101450867576852887,200.0
"latency (N ms or N s), in ms",2101309961351684475,389.0
"latency (N ms or N s), in ms",2101320917179933020,83.0
"latency (N ms or N s), in ms",2101320917179933020,399.0
"latency (N ms or N s), in ms",2101390179504451724,13600.0
"latency (N ms or N s), in ms",2101314158612672740,600.0
"latency (N ms or N s), in ms",2101439046606361011,300.0
"latency (N ms or N s), in ms",2101143279505162551,6000.0
"latency (N ms or N s), in ms",2101126289910349944,150.0
"latency (N ms or N s), in ms",2101252635982537033,25000.0
"latency (N ms or N s), in ms",2101366772653846709,200.0
"latency (N ms or N s), in ms",2101366772653846709,300.0
"latency (N ms or N s), in ms",2101313052591202732,262.0
"latency (N ms or N s), in ms",2101421569990160622,132400.0
"latency (N ms or N s), in ms",2101357512964346304,1370.0
"latency (N ms or N s), in ms",2101387293135077469,160.0
"latency (N ms or N s), in ms",2101368591522164917,0.8
"latency (N ms or N s), in ms",2101203886505648638,395.0
"latency (N ms or N s), in ms",2101335489923977304,3390.0
"latency (N ms or N s), in ms",2101139990491353548,5000.0
"latency (N ms or N s), in ms",2101418728051314972,150.0
"latency (N ms or N s), in ms",2100739055923425589,1000.0
"latency (N ms or N s), in ms",2101018783976722479,45100.0
"latency (N ms or N s), in ms",2100951347080421409,24900.0
"latency (N ms or N s), in ms",2101000339948282090,28000.0
"latency (N ms or N s), in ms",2100780008193020049,100.0
"latency (N ms or N s), in ms",2100891604735099103,40000.0
"latency (N ms or N s), in ms",2100939189869002819,19000.0
"latency (N ms or N s), in ms",2100757989212754085,406.0
"latency (N ms or N s), in ms",2100966529470713892,679.0
"latency (N ms or N s), in ms",2100778083108204580,40000.0
"latency (N ms or N s), in ms",2100793182438985991,256.0
"latency (N ms or N s), in ms",2101043617649340678,53000.0
"latency (N ms or N s), in ms",2101040416300630033,300.0
"latency (N ms or N s), in ms",2100999697456660934,40.0
"latency (N ms or N s), in ms",2101015355133227348,70.0
"latency (N ms or N s), in ms",2101015355133227348,500.0
"latency (N ms or N s), in ms",2101091398447505567,500.0
"latency (N ms or N s), in ms",2100953553917313180,1000.0
"latency (N ms or N s), in ms",2100870244004683886,1500.0
"latency (N ms or N s), in ms",2100870244004683886,1520.0
"latency (N ms or N s), in ms",2101086064098279894,65000.0
"latency (N ms or N s), in ms",2101086064098279894,124000.0
"latency (N ms or N s), in ms",2100833538224668699,150.0
"latency (N ms or N s), in ms",2100965562977300548,182.0
"latency (N ms or N s), in ms",2100847239438508478,200.0
"latency (N ms or N s), in ms",2100781601705939251,7000.0
"latency (N ms or N s), in ms",2101017732913529326,100.0
"latency (N ms or N s), in ms",2100858880548864358,6.0
"latency (N ms or N s), in ms",2100970015977804008,3710.0
"latency (N ms or N s), in ms",2100970015977804008,54450.0
"latency (N ms or N s), in ms",2100946643109421457,300.0
"latency (N ms or N s), in ms",2100867674901561697,70.0
"latency (N ms or N s), in ms",2100867674901561697,500.0
"latency (N ms or N s), in ms",2100907300932219347,1000.0
"latency (N ms or N s), in ms",2100788979759231192,4080.0
"latency (N ms or N s), in ms",2100944650945298529,15000.0
"latency (N ms or N s), in ms",2100817199686619348,280.0
"latency (N ms or N s), in ms",2100873512760283567,100.0
"latency (N ms or N s), in ms",2100970810483823086,150.0
"latency (N ms or N s), in ms",2101035220044542421,73.0
"latency (N ms or N s), in ms",2100862456037879861,8.0
"latency (N ms or N s), in ms",2100987079488409741,500.0
"latency (N ms or N s), in ms",2101023899265692100,200.0
"latency (N ms or N s), in ms",2100962406344409190,105.0
"latency (N ms or N s), in ms",2100882724068491471,1435.0
"latency (N ms or N s), in ms",2100749261310763276,200.0
"latency (N ms or N s), in ms",2100762277846921611,250.0
"latency (N ms or N s), in ms",2100963424163307712,280.0
"latency (N ms or N s), in ms",2100749962682458366,87000.0
"latency (N ms or N s), in ms",2101078507531223130,36.0
"latency (N ms or N s), in ms",2101050585021886597,150.0
"latency (N ms or N s), in ms",2100740085188853850,18000.0
"latency (N ms or N s), in ms",2100766495240270157,1320.0
"latency (N ms or N s), in ms",2100897652342988901,2700.0
"latency (N ms or N s), in ms",2100844775650025745,1820.0
"latency (N ms or N s), in ms",2100815358232031381,1000.0
"latency (N ms or N s), in ms",2100824325221703700,1000.0
"latency (N ms or N s), in ms",2100858233996898404,611.0
"latency (N ms or N s), in ms",2100850609805209753,780.0
"latency (N ms or N s), in ms",2100975114753892550,300.0
"latency (N ms or N s), in ms",2100817301348262301,1000.0
"latency (N ms or N s), in ms",2101085488665014685,1000.0
"latency (N ms or N s), in ms",2100964585595687128,105.0
"latency (N ms or N s), in ms",2100822293803143208,250.0
"latency (N ms or N s), in ms",2100822293803143208,110.0
"latency (N ms or N s), in ms",2100937732012822897,200.0
"latency (N ms or N s), in ms",2100841146696032591,400.0
"latency (N ms or N s), in ms",2100963528261751073,200.0
"latency (N ms or N s), in ms",2101045885257843001,240.0
"latency (N ms or N s), in ms",2101005942913729001,300.0
"latency (N ms or N s), in ms",2100809471908069798,400.0
"latency (N ms or N s), in ms",2100979294306488814,1000.0
"latency (N ms or N s), in ms",2100978154194038988,100.0
"latency (N ms or N s), in ms",2100978154194038988,200.0
"latency (N ms or N s), in ms",2100974639367520624,380.0
"latency (N ms or N s), in ms",2100979161196052855,2000.0
"latency (N ms or N s), in ms",2100950317852455039,300.0
"latency (N ms or N s), in ms",2100996527925694594,10000.0
"latency (N ms or N s), in ms",2100915977978581235,2100.0
"latency (N ms or N s), in ms",2101046650516943093,200.0
"latency (N ms or N s), in ms",2100937350557978745,150.0
"latency (N ms or N s), in ms",2100937350557978745,400.0
"latency (N ms or N s), in ms",2100899181120360693,1000.0
"latency (N ms or N s), in ms",2100754463933788660,200.0
"latency (N ms or N s), in ms",2100930213781676463,290.0
"latency (N ms or N s), in ms",2100996125272740219,300.0
"latency (N ms or N s), in ms",2100898261997437110,650.0
"latency (N ms or N s), in ms",2100901254633574668,300.0
"latency (N ms or N s), in ms",2101039352461525133,350.0
"latency (N ms or N s), in ms",2100794526575280274,831.0
"latency (N ms or N s), in ms",2101029196713914490,229.0
"latency (N ms or N s), in ms",2100963480027480457,650.0
"latency (N ms or N s), in ms",2100782563035959652,1300.0
"latency (N ms or N s), in ms",2100761008352493918,800.0
"latency (N ms or N s), in ms",2100751155530006945,5000.0
"latency (N ms or N s), in ms",2100973441520107766,320.0
"latency (N ms or N s), in ms",2101040766613102799,300.0
"latency (N ms or N s), in ms",2101087590661414975,3000.0
"latency (N ms or N s), in ms",2100775477946241224,40000.0
"latency (N ms or N s), in ms",2100775477946241224,5000.0
"latency (N ms or N s), in ms",2100947963484979686,840.0
"latency (N ms or N s), in ms",2100753795806363730,660.0
"latency (N ms or N s), in ms",2100760534987464875,4300.0
"latency (N ms or N s), in ms",2100972486208950417,3000.0
"latency (N ms or N s), in ms",2100968425967493414,70.0
"latency (N ms or N s), in ms",2100968425967493414,500.0
"latency (N ms or N s), in ms",2100942079706702271,2800.0
"latency (N ms or N s), in ms",2100877439350272505,19900.0
"latency (N ms or N s), in ms",2100890272158691595,4000.0
"latency (N ms or N s), in ms",2100890272158691595,77000.0
"latency (N ms or N s), in ms",2100977720670728556,285.0
"latency (N ms or N s), in ms",2100796109534765354,150.0
"latency (N ms or N s), in ms",2100971155297603662,80.0
"latency (N ms or N s), in ms",2100948486006911177,71.0
"latency (N ms or N s), in ms",2100762574434521488,682.5
"latency (N ms or N s), in ms",2100989012966031417,200.0
"latency (N ms or N s), in ms",2100989012966031417,500.0
"latency (N ms or N s), in ms",2100812497146266049,1000.0
"latency (N ms or N s), in ms",2100411066966749359,7000.0
"latency (N ms or N s), in ms",2100679300756435135,1000.0
"latency (N ms or N s), in ms",2100679300756435135,6.0
"latency (N ms or N s), in ms",2100650582662930648,200.0
"latency (N ms or N s), in ms",2100474943154827344,5000.0
"latency (N ms or N s), in ms",2100426999546184123,256.0
"latency (N ms or N s), in ms",2100473581251748216,415.0
"latency (N ms or N s), in ms",2100631665336836308,2000.0
"latency (N ms or N s), in ms",2100570517954838897,700.0
"latency (N ms or N s), in ms",2100705558512963602,100.0
"latency (N ms or N s), in ms",2100731856941732334,250.0
"latency (N ms or N s), in ms",2100731856941732334,2600.0
"latency (N ms or N s), in ms",2100577979021832365,300.0
"latency (N ms or N s), in ms",2100457614073327754,500.0
"latency (N ms or N s), in ms",2100516521068130696,400.0
"latency (N ms or N s), in ms",2100484792114372737,76.0
"latency (N ms or N s), in ms",2100484792114372737,282.0
"latency (N ms or N s), in ms",2100608556823388486,224.0
"latency (N ms or N s), in ms",2100627898436571555,2000.0
"latency (N ms or N s), in ms",2100646513412292873,200.0
"latency (N ms or N s), in ms",2100614659690713543,1420.0
"latency (N ms or N s), in ms",2100735977262141735,1000.0
"latency (N ms or N s), in ms",2100602714204049588,415.0
"latency (N ms or N s), in ms",2100497721367175312,700.0
"latency (N ms or N s), in ms",2100631847155994852,90.0
"latency (N ms or N s), in ms",2100576115429699603,200.0
"latency (N ms or N s), in ms",2100541401318490145,300.0
"latency (N ms or N s), in ms",2100709093656649933,200.0
"latency (N ms or N s), in ms",2100689091058921635,1000.0
"latency (N ms or N s), in ms",2100540852074406332,300.0
"latency (N ms or N s), in ms",2100614940616720884,216.0
"latency (N ms or N s), in ms",2100677168435224678,110.0
"latency (N ms or N s), in ms",2100532149002858800,663.0
"latency (N ms or N s), in ms",2100598991306260895,163.0
"latency (N ms or N s), in ms",2100634777032298583,100.0
"latency (N ms or N s), in ms",2100497307112452332,700.0
"latency (N ms or N s), in ms",2100603303642153020,1100.0
"latency (N ms or N s), in ms",2100384606818333011,250.0
"latency (N ms or N s), in ms",2100549517171175807,1000.0
"latency (N ms or N s), in ms",2100725570590126399,141.0
"latency (N ms or N s), in ms",2100405456187564201,100.0
"latency (N ms or N s), in ms",2100569308225241170,250.0
"latency (N ms or N s), in ms",2100568907698307154,576.0
"latency (N ms or N s), in ms",2100597575829385694,1500.0
"latency (N ms or N s), in ms",2100470176278016490,1000.0
"latency (N ms or N s), in ms",2100626348725207104,330.0
"latency (N ms or N s), in ms",2100706370765099124,900.0
"latency (N ms or N s), in ms",2100480470043763085,1000.0
"latency (N ms or N s), in ms",2100474445525639231,337.0
"latency (N ms or N s), in ms",2100474445525639231,700.0
"latency (N ms or N s), in ms",2100628875935932772,259.9
"latency (N ms or N s), in ms",2100521357679186355,466.0
"latency (N ms or N s), in ms",2100603807894053252,5400.0
"latency (N ms or N s), in ms",2100639390468833379,500.0
"latency (N ms or N s), in ms",2100458351440048258,37000.0
"latency (N ms or N s), in ms",2100633299794481343,120.0
"latency (N ms or N s), in ms",2100579680428736981,377.0
"latency (N ms or N s), in ms",2100454527841529856,2840.0
"latency (N ms or N s), in ms",2100681306195767667,595.0
"latency (N ms or N s), in ms",2100735712496644312,9000.0
"latency (N ms or N s), in ms",2100593904949096696,2000.0
"latency (N ms or N s), in ms",2100705147282428130,150000.0
"latency (N ms or N s), in ms",2100476853920129024,180.0
"latency (N ms or N s), in ms",2100544757248278933,1480.0
"latency (N ms or N s), in ms",2100489704915481039,300.0
"latency (N ms or N s), in ms",2100457458514976840,370.0
"latency (N ms or N s), in ms",2100494363742945703,398.0
"latency (N ms or N s), in ms",2100494363742945703,520.0
"latency (N ms or N s), in ms",2100397782322364792,317.0
"latency (N ms or N s), in ms",2100397782322364792,6520.0
"latency (N ms or N s), in ms",2100611038357901563,301.0
"latency (N ms or N s), in ms",2100723829257421230,1280.0
"latency (N ms or N s), in ms",2100723829257421230,213.0
"latency (N ms or N s), in ms",2100626286687211589,640.0
"latency (N ms or N s), in ms",2100470056316776553,417.0
"latency (N ms or N s), in ms",2100635102464069714,2020.0
"latency (N ms or N s), in ms",2100635102464069714,24290.0
"latency (N ms or N s), in ms",2100411517099495695,145.0
"latency (N ms or N s), in ms",2100411517099495695,271.0
"latency (N ms or N s), in ms",2100708833744359924,131.0
"latency (N ms or N s), in ms",2100708833744359924,333.0
"latency (N ms or N s), in ms",2100606459872428207,880.0
"latency (N ms or N s), in ms",2100606459872428207,16200.0
"latency (N ms or N s), in ms",2100606459872428207,3140.0
"latency (N ms or N s), in ms",2100720724797280336,48000.0
"latency (N ms or N s), in ms",2100729086620680651,9500.0
"latency (N ms or N s), in ms",2100410016054247493,170.0
"latency (N ms or N s), in ms",2100541000963809326,318.0
"latency (N ms or N s), in ms",2100727992301301989,50000.0
"latency (N ms or N s), in ms",2100708883010330909,200.0
"latency (N ms or N s), in ms",2100725560687087905,527.0
"latency (N ms or N s), in ms",2100616631667802426,100.0
"latency (N ms or N s), in ms",2100587131898912915,400.0
"latency (N ms or N s), in ms",2100578362674839844,1000.0
"latency (N ms or N s), in ms",2100474704989397045,3280.0
"latency (N ms or N s), in ms",2100552300804657436,2000.0
"latency (N ms or N s), in ms",2100662692826546395,127.0
"latency (N ms or N s), in ms",2100688098070028562,1120.0
"latency (N ms or N s), in ms",2100688098070028562,4420.0
"latency (N ms or N s), in ms",2100662520105361564,4800.0
"latency (N ms or N s), in ms",2100284068763992396,10000.0
"latency (N ms or N s), in ms",2100186642854101416,383.0
"latency (N ms or N s), in ms",2100360029366784320,1000.0
"latency (N ms or N s), in ms",2100244126335737899,1500.0
"latency (N ms or N s), in ms",2100111398277959715,325.0
"latency (N ms or N s), in ms",2100324308635591024,100.0
"latency (N ms or N s), in ms",2100324308635591024,450.0
dollar amount ($N or N¢),2102654198907068515,0.09
dollar amount ($N or N¢),2102607147628720365,0.003
dollar amount ($N or N¢),2102625753225691478,0.01
dollar amount ($N or N¢),2102662500315705421,0.37
dollar amount ($N or N¢),2102610832043765927,0.04
dollar amount ($N or N¢),2102553760547602688,0.045
dollar amount ($N or N¢),2102578820104470888,0.01
dollar amount ($N or N¢),2102641360595730549,0.001
dollar amount ($N or N¢),2102617528287596906,0.5
dollar amount ($N or N¢),2102552901399044205,0.0001
dollar amount ($N or N¢),2102607123825721731,0.0059
dollar amount ($N or N¢),2102629106856956191,0.01
dollar amount ($N or N¢),2102578007546437967,3.13
dollar amount ($N or N¢),2102558351091523926,0.013999999999999999
dollar amount ($N or N¢),2102568532580220991,0.05
dollar amount ($N or N¢),2102709070985895973,2.5
dollar amount ($N or N¢),2102643635099402595,0.04
dollar amount ($N or N¢),2102265179543400907,0.32
dollar amount ($N or N¢),2102417420300468735,65.0
dollar amount ($N or N¢),2102417420300468735,8730.0
dollar amount ($N or N¢),2102524775470084280,2.0
dollar amount ($N or N¢),2102278833433153577,5.0
dollar amount ($N or N¢),2102442969752367389,0.78
dollar amount ($N or N¢),2102196455289335872,0.0
dollar amount ($N or N¢),2102352212920061969,0.01
dollar amount ($N or N¢),2102484373748732399,0.077
dollar amount ($N or N¢),2102417833535643652,760.0
dollar amount ($N or N¢),2102251573627982243,0.0001
dollar amount ($N or N¢),2102190191419281826,0.63
dollar amount ($N or N¢),2102359122754834650,0.0008
dollar amount ($N or N¢),2102381113230692353,0.66
dollar amount ($N or N¢),2102390247061348713,71.0
dollar amount ($N or N¢),2102532908628287791,0.0008
dollar amount ($N or N¢),2102391900820963699,2.0
dollar amount ($N or N¢),2102515926994387400,7.25
dollar amount ($N or N¢),2102374855022883293,0.023
dollar amount ($N or N¢),2102198428176711787,0.036
dollar amount ($N or N¢),2102198428176711787,0.037
dollar amount ($N or N¢),2102305668351086736,0.3
dollar amount ($N or N¢),2102357410337943657,2.84
dollar amount ($N or N¢),2102396695430746331,0.08
dollar amount ($N or N¢),2102386533214912969,0.41
dollar amount ($N or N¢),2102487659587477773,0.0
dollar amount ($N or N¢),2102453780512211046,0.0003
dollar amount ($N or N¢),2102374909540520055,0.37
dollar amount ($N or N¢),2102534648920260676,0.08
dollar amount ($N or N¢),2102249844756951427,0.01
dollar amount ($N or N¢),2102249529021976887,0.0039
dollar amount ($N or N¢),2102370564291863027,0.04
dollar amount ($N or N¢),2102289186560589852,0.0015
dollar amount ($N or N¢),2102328454469337189,0.0155
dollar amount ($N or N¢),2102392938097745976,0.0001
dollar amount ($N or N¢),2102350647429411005,0.005
dollar amount ($N or N¢),2102501362147770804,0.01
dollar amount ($N or N¢),2102392470898352612,0.37
dollar amount ($N or N¢),2102332190986248294,3.19
dollar amount ($N or N¢),2102331969434681719,0.17
dollar amount ($N or N¢),2102398538168811546,0.43
dollar amount ($N or N¢),2102266716386705628,0.004
dollar amount ($N or N¢),2102364625794642111,0.009
dollar amount ($N or N¢),2102213990562885827,0.0001
dollar amount ($N or N¢),2102384921012785583,0.0015
dollar amount ($N or N¢),2102243060189147353,0.0004
dollar amount ($N or N¢),2102331927013519374,17.0
dollar amount ($N or N¢),2102202098968666432,0.0004
dollar amount ($N or N¢),2102310372938297626,1.0
dollar amount ($N or N¢),2102254799156650025,2.7
dollar amount ($N or N¢),2102270399442780642,0.004
dollar amount ($N or N¢),2102367309834678744,0.006
dollar amount ($N or N¢),2102306964239966253,7.000000000000001e-05
dollar amount ($N or N¢),2102308078544937020,0.006
dollar amount ($N or N¢),2102308078544937020,0.0065
dollar amount ($N or N¢),2102137061490794730,2.7
dollar amount ($N or N¢),2102042713160028244,1.3
dollar amount ($N or N¢),2101938912423735654,0.09
dollar amount ($N or N¢),2102066232383979749,0.14
dollar amount ($N or N¢),2101934692782227506,0.0454
dollar amount ($N or N¢),2102053588818444542,0.0016
dollar amount ($N or N¢),2101863872986841371,0.1
dollar amount ($N or N¢),2102043849820450880,42.0
dollar amount ($N or N¢),2102077670788042844,0.0015
dollar amount ($N or N¢),2102035137848381455,0.0
dollar amount ($N or N¢),2102033481266319856,0.15
dollar amount ($N or N¢),2102131227709018353,0.37
dollar amount ($N or N¢),2101854380408672401,0.0039
dollar amount ($N or N¢),2102045236851548503,0.0056
dollar amount ($N or N¢),2102045236851548503,0.896
dollar amount ($N or N¢),2101831051597259103,0.0001
dollar amount ($N or N¢),2102098368486838380,0.0011
dollar amount ($N or N¢),2102148123590263094,0.02
dollar amount ($N or N¢),2102148123590263094,1.21
dollar amount ($N or N¢),2102057613655454184,0.0612
dollar amount ($N or N¢),2102008701754409204,0.22
dollar amount ($N or N¢),2101999493965398187,0.01
dollar amount ($N or N¢),2102060645151539305,0.11
dollar amount ($N or N¢),2102118723129843866,0.0003
dollar amount ($N or N¢),2102036888756371605,0.41
dollar amount ($N or N¢),2102075332014624819,1.0
dollar amount ($N or N¢),2102125617177043039,3.1
dollar amount ($N or N¢),2102084948455014569,1.0
dollar amount ($N or N¢),2101959889606328403,0.0206
dollar amount ($N or N¢),2102035917217157543,0.0044
dollar amount ($N or N¢),2102061478438211812,0.0005
dollar amount ($N or N¢),2102035394711949373,0.27
dollar amount ($N or N¢),2101863835300978909,0.0026
dollar amount ($N or N¢),2101851724000743852,0.09
dollar amount ($N or N¢),2102081953981755518,0.045
dollar amount ($N or N¢),2102134887012573213,0.001
dollar amount ($N or N¢),2102083627836219731,0.016
dollar amount ($N or N¢),2102083627836219731,0.027
dollar amount ($N or N¢),2102039586092310903,3.0
dollar amount ($N or N¢),2102094902779884016,300000.0
dollar amount ($N or N¢),2102094902779884016,30000.0
dollar amount ($N or N¢),2102094902779884016,300.0
dollar amount ($N or N¢),2101882683391352890,0.4
dollar amount ($N or N¢),2102006594879844757,0.0001
dollar amount ($N or N¢),2101942660680368367,0.0005
dollar amount ($N or N¢),2101968117064945718,0.21
dollar amount ($N or N¢),2101968117064945718,1.43
dollar amount ($N or N¢),2101968117064945718,43.0
dollar amount ($N or N¢),2101902757573828982,1.0
dollar amount ($N or N¢),2101902757573828982,0.01
dollar amount ($N or N¢),2102068488273822183,2.0
dollar amount ($N or N¢),2102103449722646987,0.01
dollar amount ($N or N¢),2102103449722646987,1.19
dollar amount ($N or N¢),2101965550054244525,100.0
dollar amount ($N or N¢),2102136100324049397,0.04
dollar amount ($N or N¢),2102001356886176123,0.0001
dollar amount ($N or N¢),2102049755744321999,0.4
dollar amount ($N or N¢),2101983828403454428,45.0
dollar amount ($N or N¢),2101983828403454428,7860.0
dollar amount ($N or N¢),2102038708379603404,0.0004
dollar amount ($N or N¢),2101869601004855647,0.07
dollar amount ($N or N¢),2102104066361082291,0.0013
dollar amount ($N or N¢),2101933291419099148,0.006
dollar amount ($N or N¢),2102056646281437577,0.0208
dollar amount ($N or N¢),2101987823616139424,1.98
dollar amount ($N or N¢),2102066714758271209,0.0001
dollar amount ($N or N¢),2102025665797345307,0.0002
dollar amount ($N or N¢),2102077063939178612,0.53
dollar amount ($N or N¢),2101865157756588476,5.0
dollar amount ($N or N¢),2101894289475485849,0.0022
dollar amount ($N or N¢),2102022270172475889,3.0
dollar amount ($N or N¢),2102030592418226556,0.3916
dollar amount ($N or N¢),2101854008851730881,0.0004
dollar amount ($N or N¢),2101937206063780084,0.0
dollar amount ($N or N¢),2102144095447883870,3.912
dollar amount ($N or N¢),2102123136292376852,0.43
dollar amount ($N or N¢),2102095610799079851,0.0029
dollar amount ($N or N¢),2102096088467673515,10.0
dollar amount ($N or N¢),2101865551798649142,0.09
dollar amount ($N or N¢),2102179160974151975,0.0
dollar amount ($N or N¢),2102026141884141989,0.0005
dollar amount ($N or N¢),2102085173265510811,0.02
dollar amount ($N or N¢),2102035995420221821,0.0001
dollar amount ($N or N¢),2101875460263256226,0.0001
dollar amount ($N or N¢),2101871014787350860,0.012
dollar amount ($N or N¢),2101871014787350860,0.3
dollar amount ($N or N¢),2102016401288441919,42.0
dollar amount ($N or N¢),2101855640935403913,0.01
dollar amount ($N or N¢),2101842395813888015,0.012
dollar amount ($N or N¢),2101916922061140237,0.005
dollar amount ($N or N¢),2101836603274477842,0.0005
dollar amount ($N or N¢),2101836603274477842,0.0015
dollar amount ($N or N¢),2101544156757950697,1.0
dollar amount ($N or N¢),2101641842441732297,2.0
dollar amount ($N or N¢),2101612397882671345,0.09
dollar amount ($N or N¢),2101800600019124420,0.0007
dollar amount ($N or N¢),2101720980972519672,0.0004
dollar amount ($N or N¢),2101659219590263020,0.035
dollar amount ($N or N¢),2101721165719089434,0.065
dollar amount ($N or N¢),2101732410568413578,0.2
dollar amount ($N or N¢),2101493817409216889,0.67
dollar amount ($N or N¢),2101709185155231895,42.0
